Bairro; Zona; LocationID; Latitude; Longitude; Url
Vila Uberabinha; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Uberabinha; -23,599007; -46,668074; /venda/imoveis/sp+sao-paulo+zona-sul+vl-uberabinha/
Hipódromo; ; BR>Pernambuco>NULL>Recife>Barrios>Hipodromo; -8,029668; -34,893451; /venda/imoveis/pe+recife++hipodromo/
Parque da Mooca; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Parque da Mooca; -23,571407; -46,590214; /venda/imoveis/sp+sao-paulo+zona-leste+pq-da-mooca/
Morumbi; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Morumbi; -23,627616; -46,729718; /venda/imoveis/sp+sao-paulo+zona-sul+morumbi/
Cidade Jardim; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>CIDADE JARDIM; -23,585958; -46,706255; /venda/imoveis/sp+sao-paulo+zona-sul+cid-jardim/
Fazenda Morumbi; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Fazenda Morumbi; -23,616283; -46,717634; /venda/imoveis/sp+sao-paulo+zona-sul+fazenda-morumbi/
Jardim Everest; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Everest; -23,577151; -46,70457; /venda/imoveis/sp+sao-paulo+zona-sul+jd-everest/
Jardim Leonor; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Leonor; -23,598051; -46,719873; /venda/imoveis/sp+sao-paulo+zona-sul+jd-leonor/
Jardim Silvia; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Silvia; -23,598186; -46,704949; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-silvia/
Real Parque; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Real Parque; -23,608868; -46,704072; /venda/imoveis/sp+sao-paulo+zona-sul+real-parque/
Rolinópolis; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Rolinopolis; -23,5822954; -46,7297178; /venda/imoveis/sp+sao-paulo+zona-oeste+rolinopolis/
Vila Morumbi; ; BR>Mato Grosso do Sul>NULL>Campo Grande>Barrios>Vila Morumbi; -20,498695; -54,588935; /venda/imoveis/ms+campo-grande++vl-morumbi/
Vila Tramontano; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Tramontano; -23,615714; -46,707365; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-tramontano/
Parelheiros; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Parelheiros; -23,827901; -46,736314; /venda/imoveis/sp+sao-paulo+zona-sul+parelheiros/
Barragem; ; BR>Santa Catarina>NULL>Rio do Sul>Barrios>Barragem; -27,242657; -49,673272; /venda/imoveis/sc+rio-do-sul++barragem/
Colônia; ; BR>Sao Paulo>NULL>Jundiai>Barrios>Colonia; -23,181377; -46,852414; /venda/imoveis/sp+jundiai++colonia/
Engenho Velho; ; BR>Pernambuco>NULL>Jaboatao dos Guararapes>Barrios>Engenho Velho; -8,106902; -35,00496; /venda/imoveis/pe+jaboatao-dos-guararapes++engenho-velho/
Recanto Campo Belo; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Recanto Campo Belo; -23,809452; -46,737954; /venda/imoveis/sp+sao-paulo+zona-sul+recanto-campo-belo/
Vila Isabel; Zona Norte; BR>Rio de Janeiro>NULL>Rio de Janeiro>Zona Norte>Vila Isabel; -22,916599; -43,25018; /venda/imoveis/rj+rio-de-janeiro+zona-norte+vl-isabel/
Vila Roschel; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Roschel; -23,8392839; -46,737998; /venda/imoveis/sp+sao-paulo+zona-sul+vl-roschel/
Pari; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Pari; -23,524611; -46,604187; /venda/imoveis/sp+sao-paulo+centro+pari/
Canindé; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Caninde; -23,527493; -46,618927; /venda/imoveis/sp+sao-paulo+centro+caninde/
Jardim Nossa Senhora do Carmo; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Nossa Senhora do Carmo; -23,567812; -46,472324; /venda/imoveis/sp+sao-paulo+zona-leste+jd-n-sra-do-carmo/
Penha; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Penha; -23,530645; -46,539132; /venda/imoveis/sp+sao-paulo+zona-leste+penha/
Vila Esperança; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Esperanca; -23,522292; -46,515059; /venda/imoveis/sp+sao-paulo+zona-leste+vl-esperanca/
Vila Ré; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Re; -23,528785; -46,498608; /venda/imoveis/sp+sao-paulo+zona-leste+vl-re/
Vila Salete; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Salete; -23,5505199; -46,63330939999999; /venda/imoveis/sp+sao-paulo+zona-leste+vl-salete/
Perdizes; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Perdizes; -23,536902; -46,674317; /venda/imoveis/sp+sao-paulo+zona-oeste+perdizes/
Jardim Vera Cruz; ; BR>Sao Paulo>NULL>Sorocaba>Barrios>Jardim Vera Cruz; -23,511885; -47,49441; /venda/imoveis/sp+sorocaba++jd-vera-cruz/
Pompeia; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>POMPEIA; -23,536902; -46,674317; /venda/imoveis/sp+sao-paulo+zona-oeste+pompeia/
Sumaré; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Sumare; -23,548709; -46,692871; /venda/imoveis/sp+sao-paulo+zona-oeste+sumare/
Vila Anglo Brasileira; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Anglo Brasileira; -23,538785; -46,693475; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-anglo-brasileira/
Pinheiros; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Pinheiros; -23,563579; -46,691607; /venda/imoveis/sp+sao-paulo+zona-oeste+pinheiros/
Jardim das Bandeiras; ; BR>Sao Paulo>NULL>Campinas>Barrios>Jardim das Bandeiras; -22,952719; -47,091566; /venda/imoveis/sp+campinas++jd-das-bandeiras/
Jardim Europa; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Europa; -23,577302; -46,680228; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-europa/
Jardim Paulistano; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Paulistano; -23,569371; -46,671978; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-paulistano/
Jardim Viana; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Viana; -23,6103; -46,718591; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-viana/
Sumarezinho; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Sumarezinho; -23,538785; -46,693475; /venda/imoveis/sp+sao-paulo+zona-oeste+sumarezinho/
Ponte Rasa; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Ponte Rasa; -23,51786; -46,488592; /venda/imoveis/sp+sao-paulo+zona-leste+pte-rasa/
Burgo Paulista; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Burgo Paulista; -23,589992; -46,744676; /venda/imoveis/sp+sao-paulo+zona-leste+burgo-paulista/
Jardim Cotinha; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Cotinha; -23,509375; -46,479572; /venda/imoveis/sp+sao-paulo+zona-leste+jd-cotinha/
Jardim Laone; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Laone; -23,512525; -46,47837; /venda/imoveis/sp+sao-paulo+zona-leste+jd-laone/
Jardim Lisboa; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Lisboa; -23,5192092; -46,4976131; /venda/imoveis/sp+sao-paulo+zona-leste+jd-lisboa/
Jardim Penha; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Penha; -23,506093; -46,495809; /venda/imoveis/sp+sao-paulo+zona-leste+jd-penha/
Jardim Popular; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Jardim Popular; -23,516571; -46,505433; /venda/imoveis/sp+sao-paulo+zona-leste+jd-popular/
Jardim Santo Onofre; ; BR>Sao Paulo>NULL>Sao Jose dos Campos>Barrios>Jardim Santo Onofre; -23,2496984; -45,8321263; /venda/imoveis/sp+sao-jose-dos-campos++jd-sto-onofre/
Jardim Soraia; ; BR>Sao Paulo>NULL>Sao Jose do Rio Preto>Barrios>Jardim Soraia; -20,8189395; -49,3524115; /venda/imoveis/sp+sao-jose-do-rio-preto++jd-soraia/
Jardim Três Marias; ; BR>Sao Paulo>NULL>Guaruja>Barrios>Jardim Tres Marias; -23,9837716; -46,2444462; /venda/imoveis/sp+guaruja++jd-tres-marias/
Parque Penha; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Parque Penha; -23,507889; -46,507839; /venda/imoveis/sp+sao-paulo+zona-leste+pq-penha/
Parque Recreio; ; BR>Minas Gerais>NULL>Contagem>Barrios>Parque Recreio; -19,884621; -44,016939; /venda/imoveis/mg+contagem++pq-recreio/
Vila Costa Melo; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Costa Melo; -23,517084; -46,51205; /venda/imoveis/sp+sao-paulo+zona-leste+vl-costa-melo/
Vila Mirim; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Vila Mirim; -23,478568; -46,705553; /venda/imoveis/sp+sao-paulo+centro+vl-mirim/
Vila Odete; ; BR>Sao Paulo>NULL>Diadema>Barrios>Vila Odete; -23,68087; -46,598981; /venda/imoveis/sp+diadema++vl-odete/
Vila Santa Lúcia; ; BR>Sao Paulo>NULL>Limeira>Barrios>Vila Santa Lucia; -22,58379; -47,409754; /venda/imoveis/sp+limeira++vl-sta-lucia/
Vila Stela; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Vila Stela; -23,5234242; -46,4020726; /venda/imoveis/sp+sao-paulo+zona-leste+vl-stela/
Vila União; ; BR>Ceara>NULL>Fortaleza>Barrios>Vila Uniao; -3,766602; -38,537104; /venda/imoveis/ce+fortaleza++vl-uniao/
Raposo Tavares; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Raposo Tavares; -23,599321; -46,79631; /venda/imoveis/sp+sao-paulo+zona-oeste+raposo-tavares/
Conjunto Promorar Raposo Tavares; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Conjunto Promorar Raposo Tavares; -23,588223; -46,802283; /venda/imoveis/sp+sao-paulo+zona-oeste+conj-promorar-raposo-tavares/
Jardim Boa Vista; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Boa Vista; -23,581463; -46,791648; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-boa-vista/
Jardim João XXIII; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Joao XXIII; -23,580606; -46,773244; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-joao-xxiii/
Parque Ipê; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Parque Ipe; -23,581463; -46,791648; /venda/imoveis/sp+sao-paulo+zona-oeste+pq-ipe/
República; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Republica; -23,545108; -46,642778; /venda/imoveis/sp+sao-paulo+centro+republica/
Santa Efigênia; ; BR>Minas Gerais>NULL>Belo Horizonte>Barrios>Santa Efigenia; -19,921475; -43,904474; /venda/imoveis/mg+belo-horizonte++sta-efigenia/
Rio Pequeno; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Rio Pequeno; -23,564488; -46,753935; /venda/imoveis/sp+sao-paulo+zona-oeste+rio-pequeno/
Cidade São Francisco; ; BR>Sao Paulo>NULL>Osasco>Barrios>Cidade Sao Francisco; -23,555189; -46,775664; /venda/imoveis/sp+osasco++cid-s-francisco/
Jardim Adalgisa; ; BR>Sao Paulo>NULL>Araraquara>Barrios>Jardim Adalgisa; -21,7558269; -48,1635212; /venda/imoveis/sp+araraquara++jd-adalgisa/
Jardim Ester Yolanda; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Ester Yolanda; -23,580491; -46,765987; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-ester-yolanda/
Jardim Sarah; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Jardim Sarah; -23,57408; -46,762964; /venda/imoveis/sp+sao-paulo+zona-oeste+jd-sarah/
Vila Butantã; Zona Oeste; BR>Sao Paulo>NULL>Sao Paulo>Zona Oeste>Vila Butanta; -23,56583; -46,744222; /venda/imoveis/sp+sao-paulo+zona-oeste+vl-butanta/
Sacomã; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Sacoma; -23,614995; -46,596954; /venda/imoveis/sp+sao-paulo+zona-sul+sacoma/
Parque Bristol; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Parque Bristol; -23,644414; -46,599365; /venda/imoveis/sp+sao-paulo+zona-sul+pq-bristol/
Vila das Mercês; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila das Merces; -23,620776; -46,608258; /venda/imoveis/sp+sao-paulo+zona-sul+vl-das-merces/
Vila Liviero; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Liviero; -23,647165; -46,594685; /venda/imoveis/sp+sao-paulo+zona-sul+vl-liviero/
Campos Elíseos; ; BR>Sao Paulo>NULL>Taubate>Barrios>Campos Eliseos; -23,040795; -45,552322; /venda/imoveis/sp+taubate++campos-eliseos/
Santa Cecília; Centro; BR>Sao Paulo>NULL>Sao Paulo>Centro>Santa Cecilia; -23,532169; -46,645579; /venda/imoveis/sp+sao-paulo+centro+sta-cecilia/
Santana; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Santana; -23,498996; -46,625592; /venda/imoveis/sp+sao-paulo+zona-norte+santana/
Água Fria; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Agua Fria; -23,473904; -46,610817; /venda/imoveis/sp+sao-paulo+zona-norte+agua-fria/
Chora Menino; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Chora Menino; -23,492179; -46,636143; /venda/imoveis/sp+sao-paulo+zona-norte+chora-menino/
Jardim do Colégio; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim do Colegio; -23,676155; -46,778688; /venda/imoveis/sp+sao-paulo+zona-sul+jd-do-colegio/
Santa Teresinha; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Santa Teresinha; -23,492179; -46,636143; /venda/imoveis/sp+sao-paulo+zona-norte+sta-teresinha/
Vila Matias; ; BR>Sao Paulo>NULL>Santos>Barrios>Vila Matias; -23,946266; -46,327691; /venda/imoveis/sp+santos++vl-matias/
Vila Pauliceia; Zona Norte; BR>Sao Paulo>NULL>Sao Paulo>Zona Norte>Vila Pauliceia; -23,4867; -46,612492; /venda/imoveis/sp+sao-paulo+zona-norte+vl-pauliceia/
Vila Santa Luzia; ; BR>Minas Gerais>NULL>Contagem>Barrios>Vila Santa Luzia; -19,8762006; -44,0166419; /venda/imoveis/mg+contagem++vl-sta-luzia/
Vila Zélia; ; BR>Sao Paulo>NULL>Lorena>Barrios>Vila Zelia; -22,74372; -45,10436; /venda/imoveis/sp+lorena++vl-zelia/
Santo Amaro; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Santo Amaro; -23,653663; -46,706693; /venda/imoveis/sp+sao-paulo+zona-sul+sto-amaro/
Alto da Boa Vista; ; BR>Sao Paulo>NULL>Ribeirao Preto>Barrios>Alto da Boa Vista; -21,198949; -47,81557; /venda/imoveis/sp+ribeirao-preto++alto-da-boa-vista/
Chácara Flora; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Chacara Flora; -23,653663; -46,706693; /venda/imoveis/sp+sao-paulo+zona-sul+ch-flora/
Chácara Monte Alegre; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Chacara Monte Alegre; -23,64499; -46,67657; /venda/imoveis/sp+sao-paulo+zona-sul+ch-monte-alegre/
Granja Julieta; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Granja Julieta; -23,639297; -46,715217; /venda/imoveis/sp+sao-paulo+zona-sul+granja-julieta/
Jardim Letícia; ; BR>Parana>NULL>Sao Jose dos Pinhais>Barrios>Jardim Leticia; -25,537689; -49,2220728; /venda/imoveis/pr+sao-jose-dos-pinhais++jd-leticia/
Vila Gertrudes; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Vila Gertrudes; -23,621491; -46,696494; /venda/imoveis/sp+sao-paulo+zona-sul+vl-gertrudes/
São Domingos; ; BR>Rio de Janeiro>NULL>Niteroi>Barrios>Sao Domingos; -22,8997; -43,129895; /venda/imoveis/rj+niteroi++s-domingos/
Jardim Vista Linda; Zona Sul; BR>Sao Paulo>NULL>Sao Paulo>Zona Sul>Jardim Vista Linda; -23,4872127; -46,7514763; /venda/imoveis/sp+sao-paulo+zona-sul+jd-vista-linda/
Vila Jaraguá; ; BR>Goias>NULL>Goiania>Barrios>Vila Jaragua; -16,653396; -49,255; /venda/imoveis/go+goiania++vl-jaragua/
São Lucas; ; BR>Minas Gerais>NULL>Belo Horizonte>Barrios>Sao Lucas; -19,931281; -43,921023; /venda/imoveis/mg+belo-horizonte++s-lucas/
Jardim Independência; ; BR>Sao Paulo>NULL>Taubate>Barrios>Jardim Independencia; -23,040549; -45,57828; /venda/imoveis/sp+taubate++jd-independencia/
Parque São Lucas; Zona Leste; BR>Sao Paulo>NULL>Sao Paulo>Zona Leste>Parque Sao Lucas; -23,590279; -46,546356; /venda/imoveis/sp+sao-paulo+zona-leste+pq-s-lucas/
Vila Ema; ; BR>Sao Paulo>NULL>Sao Jose dos Campos>Barrios>Vila Ema; -23,205804; -45,900404; /venda/imoveis/sp+sao-jose-dos-campos++vl-ema/
Vila Rosa; ; BR>Goias>NULL>Goiania>Barrios>Vila Rosa; -16,743916; -49,293016; /venda/imoveis/go+goiania++vl-rosa/
